,date,Open,High,Low,Close,Adj Close,Volume,Pct_change
21,2020-02-03,113761.0,115299.0,113467.0,114629.0,114629.0,5512200,0.007630031381580693
22,2020-02-04,114631.0,116556.0,114631.0,115557.0,115557.0,5829400,0.00809568259340998
23,2020-02-05,115563.0,117701.0,115562.0,116028.0,116028.0,7173800,0.004075910589579124
24,2020-02-06,116033.0,117382.0,114723.0,115190.0,115190.0,7382400,-0.00722239459440821
25,2020-02-07,115190.0,115190.0,113769.0,113770.0,113770.0,6594100,-0.012327458980814332
26,2020-02-10,113771.0,114176.0,112134.0,112570.0,112570.0,7486300,-0.010547596027072115
27,2020-02-11,112574.0,115576.0,112574.0,115371.0,115371.0,6767900,0.024882295460602277
28,2020-02-12,115371.0,117581.0,115371.0,116674.0,116674.0,8159200,0.01129399935859099
29,2020-02-13,116660.0,116660.0,114801.0,115662.0,115662.0,5635700,-0.008673740507739502
30,2020-02-14,115663.0,115663.0,114132.0,114381.0,114381.0,5335900,-0.01107537479898324
31,2020-02-17,114381.0,115696.0,114381.0,115309.0,115309.0,0,0.008113235589827017
32,2020-02-18,115309.0,115309.0,113532.0,114977.0,114977.0,5548400,-0.0028792201822928076
33,2020-02-19,114982.0,116545.0,114774.0,116518.0,116518.0,6334100,0.013402680536107159
34,2020-02-20,116518.0,116552.0,114379.0,114586.0,114586.0,6793000,-0.016581129095933678
35,2020-02-21,114585.0,114585.0,112661.0,113681.0,113681.0,5896200,-0.007897998010228169
36,2020-02-27,105711.0,106656.0,102984.0,102984.0,102984.0,11237700,-0.09409663884026354
37,2020-02-28,102984.0,104172.0,99951.0,104172.0,104172.0,11228400,0.011535772547191847
38,2020-03-02,104260.0,107220.0,103779.0,106625.0,106625.0,8858400,0.023547594363168667
39,2020-03-03,106630.0,108804.0,104405.0,105537.0,105537.0,9385600,-0.010203985932004667
40,2020-03-04,105540.0,107809.0,105042.0,107224.0,107224.0,8410500,0.01598491524299539
41,2020-03-05,107217.0,107217.0,100536.0,102233.0,102233.0,8598600,-0.04654741475789004
42,2020-03-06,102231.0,102231.0,96886.0,97997.0,97997.0,11864200,-0.04143476176968297
43,2020-03-09,97982.0,97982.0,85880.0,86067.0,86067.0,14645500,-0.12173842056389483
44,2020-03-10,86071.0,92230.0,86071.0,92214.0,92214.0,13531700,0.07142110216459274
45,2020-03-11,92202.0,92202.0,80796.0,85171.0,85171.0,11786900,-0.0763766890060078
46,2020-03-12,85103.0,85103.0,68488.0,72583.0,72583.0,12008700,-0.147796785290768
47,2020-03-13,72621.0,83758.0,72621.0,82678.0,82678.0,15766300,0.13908215422344083
48,2020-03-16,82565.0,82565.0,70855.0,71168.0,71168.0,12847800,-0.1392147850697888
49,2020-03-17,71178.0,77255.0,70783.0,74617.0,74617.0,14945900,0.048462792266187105
50,2020-03-18,74576.0,74576.0,63547.0,66895.0,66895.0,16751500,-0.10348848117721166
51,2020-03-19,66883.0,70071.0,61691.0,68332.0,68332.0,16144700,0.02148142611555426
52,2020-03-20,68344.0,72247.0,66120.0,67069.0,67069.0,15152400,-0.01848328747878003
53,2020-03-23,67067.0,67604.0,62161.0,63570.0,63570.0,11962200,-0.052170153125885244
54,2020-03-24,63604.0,71535.0,63604.0,69729.0,69729.0,11679900,0.09688532326569144
55,2020-03-25,69727.0,76714.0,69360.0,74956.0,74956.0,12951100,0.07496163719542803
56,2020-03-26,74956.0,78846.0,74923.0,77710.0,77710.0,12758000,0.036741555045626706
57,2020-03-27,77708.0,77708.0,73057.0,73429.0,73429.0,10301400,-0.055089435079140436
58,2020-03-30,73431.0,75430.0,73184.0,74640.0,74640.0,9032200,0.016492121641313418
59,2020-03-31,74629.0,75511.0,72385.0,73020.0,73020.0,11141500,-0.02170418006430863
60,2020-04-01,73011.0,73011.0,69569.0,70967.0,70967.0,10093500,-0.0281155847712955
61,2020-04-02,70969.0,73861.0,70957.0,72253.0,72253.0,10540200,0.01812109853875743
62,2020-04-03,72241.0,72241.0,67802.0,69538.0,69538.0,10411300,-0.03757629440992072
63,2020-04-06,69556.0,75260.0,69556.0,74073.0,74073.0,9685400,0.06521614081509397
64,2020-04-07,74078.0,79855.0,74078.0,76358.0,76358.0,11286500,0.030847947295235878
65,2020-04-08,76335.0,79058.0,76115.0,78625.0,78625.0,10206300,0.029689096099950296
66,2020-04-09,78640.0,80428.0,77457.0,77682.0,77682.0,10748700,-0.011993640699523023
67,2020-04-13,77682.0,78836.0,76405.0,78836.0,78836.0,7651300,0.014855436265801547
68,2020-04-14,78848.0,81668.0,78848.0,79918.0,79918.0,8593600,0.013724694302095442
69,2020-04-15,79911.0,80035.0,77546.0,78831.0,78831.0,9758400,-0.013601441477514409
70,2020-04-16,78837.0,80167.0,77452.0,77812.0,77812.0,9028400,-0.012926386827517122
71,2020-04-17,77817.0,79846.0,77754.0,78990.0,78990.0,8317800,0.015139053102349198
72,2020-04-20,78989.0,80106.0,76943.0,78973.0,78973.0,8874700,-0.00021521711609062688
73,2020-04-22,78973.0,81184.0,78973.0,80687.0,80687.0,9848900,0.02170362022463368
74,2020-04-23,80690.0,81934.0,78622.0,79673.0,79673.0,10823500,-0.012567080198792824
75,2020-04-24,79667.0,79667.0,72041.0,75331.0,75331.0,16529200,-0.05449775959233372
76,2020-04-27,75334.0,78563.0,75327.0,78239.0,78239.0,10656900,0.038602965578579784
77,2020-04-28,78243.0,81427.0,78243.0,81312.0,81312.0,12939000,0.03927708687483222
78,2020-04-29,81313.0,83598.0,81313.0,83171.0,83171.0,11719700,0.022862554112554223
79,2020-04-30,83169.0,83169.0,80168.0,80506.0,80506.0,11804600,-0.03204241863149415
80,2020-05-04,80501.0,80502.0,77640.0,78876.0,78876.0,8594200,-0.02024693811641365
81,2020-05-05,78887.0,81066.0,78886.0,79471.0,79471.0,9154700,0.007543485977990816
82,2020-05-06,79473.0,79996.0,78056.0,79064.0,79064.0,9775900,-0.005121365026235947
83,2020-05-07,79072.0,80061.0,78061.0,78119.0,78119.0,13808900,-0.01195234240615195
84,2020-05-08,78152.0,80557.0,78152.0,80263.0,80263.0,10734400,0.02744530779963905
85,2020-05-11,80263.0,80723.0,78994.0,79065.0,79065.0,9781900,-0.014925931001831483
86,2020-05-12,79065.0,80344.0,77872.0,77872.0,77872.0,10245400,-0.01508885094542467
87,2020-05-13,77877.0,78911.0,77152.0,77772.0,77772.0,11575900,-0.0012841586192726684
88,2020-05-14,77770.0,79011.0,75697.0,79011.0,79011.0,13818900,0.015931183459342746
89,2020-05-15,79011.0,79538.0,77426.0,77557.0,77557.0,11718200,-0.018402500917593767
90,2020-05-18,77576.0,81420.0,77571.0,81194.0,81194.0,11533100,0.04689454207872923
91,2020-05-19,81197.0,82175.0,80647.0,80742.0,80742.0,10740100,-0.005566913811365426
92,2020-05-20,80747.0,82290.0,80740.0,81319.0,81319.0,9522800,0.007146218820440309
93,2020-05-21,81320.0,83309.0,81317.0,83027.0,83027.0,11395200,0.021003701471980607
94,2020-05-22,83027.0,83027.0,81669.0,82173.0,82173.0,9281200,-0.010285810639912296
95,2020-05-25,82198.0,85876.0,82193.0,85663.0,85663.0,8764400,0.04247137137502577
96,2020-05-26,85668.0,87333.0,85396.0,85469.0,85469.0,12030800,-0.002264688371875878
97,2020-05-27,85468.0,87946.0,85468.0,87946.0,87946.0,11212000,0.028981268062104437
98,2020-05-28,87946.0,88091.0,86767.0,86949.0,86949.0,10117000,-0.011336501944374966
99,2020-05-29,86951.0,87410.0,85384.0,87403.0,87403.0,16550900,0.005221451655568199
100,2020-06-01,87395.0,89019.0,86837.0,88620.0,88620.0,9849400,0.013924007185108112
101,2020-06-02,88622.0,91046.0,88622.0,91046.0,91046.0,11827300,0.027375310313698886
102,2020-06-03,91048.0,93710.0,91048.0,93002.0,93002.0,15137900,0.021483645629681636
103,2020-06-04,92993.0,94132.0,92221.0,93829.0,93829.0,11488000,0.008892281886411002
104,2020-06-05,93839.0,97356.0,93839.0,94637.0,94637.0,13320300,0.008611410118406937
105,2020-06-08,94640.0,97693.0,94635.0,97645.0,97645.0,11096500,0.0317846085569069
106,2020-06-09,97644.0,97644.0,95386.0,96747.0,96747.0,11278800,-0.009196579445952202
107,2020-06-10,96747.0,97646.0,94665.0,94686.0,94686.0,11739600,-0.021302986139105085
108,2020-06-12,94677.0,94703.0,90811.0,92795.0,92795.0,12785600,-0.019971273472319084
109,2020-06-15,92780.0,93112.0,90148.0,92376.0,92376.0,13317500,-0.004515329489735431
110,2020-06-16,92387.0,95216.0,92387.0,93531.0,93531.0,12034200,0.012503247596778344
111,2020-06-17,93531.0,96611.0,93531.0,95547.0,95547.0,11134700,0.02155435096385161
112,2020-06-18,95547.0,97110.0,94698.0,96125.0,96125.0,10008500,0.006049378839733333
113,2020-06-19,96138.0,97540.0,95874.0,96572.0,96572.0,13134400,0.004650195058517603
114,2020-06-22,96572.0,96870.0,94869.0,95336.0,95336.0,8264700,-0.012798740835853084
115,2020-06-23,95344.0,97486.0,95344.0,95975.0,95975.0,9752700,0.006702609717210706
116,2020-06-24,95974.0,95974.0,93259.0,94377.0,94377.0,9962700,-0.0166501693149258
117,2020-06-25,94382.0,96260.0,94152.0,95983.0,95983.0,8697900,0.017016857920891804
118,2020-06-26,95979.0,95979.0,93514.0,93834.0,93834.0,8439100,-0.02238938145296565
119,2020-06-29,93837.0,95735.0,93825.0,95735.0,95735.0,8906800,0.020259181107061375
120,2020-06-30,95728.0,96257.0,94806.0,95056.0,95056.0,10144500,-0.007092494907818492
121,2020-07-01,95062.0,96852.0,95062.0,96203.0,96203.0,10163300,0.012066571284295557
122,2020-07-02,96206.0,97864.0,96052.0,96235.0,96235.0,10062900,0.0003326299595647342
123,2020-07-03,96237.0,96765.0,95803.0,96765.0,96765.0,5351600,0.0055073517950849915
124,2020-07-06,96776.0,99257.0,96768.0,98937.0,98937.0,9489400,0.022446132382576423
125,2020-07-07,98937.0,98938.0,97272.0,97761.0,97761.0,8951400,-0.011886351920919358
126,2020-07-08,97765.0,99973.0,97765.0,99770.0,99770.0,9142700,0.02055011712236987
127,2020-07-09,99770.0,100191.0,98861.0,99160.0,99160.0,0,-0.006114062343389848
128,2020-07-10,99160.0,100101.0,98739.0,100032.0,100032.0,9147200,0.008793868495361012
129,2020-07-13,100027.0,100858.0,98697.0,98697.0,98697.0,10382300,-0.013345729366602721
130,2020-07-14,98699.0,100632.0,98289.0,100440.0,100440.0,10019400,0.017660111249582
131,2020-07-15,100444.0,102114.0,100444.0,101791.0,101791.0,9285600,0.013450816407805766
132,2020-07-16,101791.0,101792.0,100160.0,100553.0,100553.0,8127100,-0.012162175437907097
133,2020-07-17,100554.0,103017.0,100554.0,102888.0,102888.0,10429400,0.02322158463695767
134,2020-07-20,102888.0,104439.0,102744.0,104426.0,104426.0,8931800,0.01494829328979086
135,2020-07-21,104426.0,105449.0,103732.0,104310.0,104310.0,11105800,-0.0011108344665121672
136,2020-07-22,104312.0,104980.0,103277.0,104290.0,104290.0,10833700,-0.0001917361710286336
137,2020-07-23,104291.0,104949.0,102119.0,102293.0,102293.0,10366600,-0.01914852814267909
138,2020-07-24,102292.0,102694.0,100859.0,102382.0,102382.0,9795200,0.000870049759025493
139,2020-07-27,102381.0,104585.0,102381.0,104477.0,104477.0,9622400,0.020462581313121397
140,2020-07-28,104477.0,104663.0,103592.0,104109.0,104109.0,9087100,-0.0035223063449371095
141,2020-07-29,104112.0,105704.0,104112.0,105605.0,105605.0,9238300,0.014369554985639965
142,2020-07-30,105605.0,105607.0,103920.0,105009.0,105009.0,9591700,-0.005643672174612924
143,2020-07-31,105010.0,105462.0,102642.0,102912.0,102912.0,12929300,-0.019969716881410138
144,2020-08-03,102913.0,103863.0,102304.0,102830.0,102830.0,10901000,-0.0007967972636815368
145,2020-08-04,102826.0,103012.0,100005.0,101216.0,101216.0,12029800,-0.0156958086161626
146,2020-08-05,101220.0,103763.0,101220.0,102802.0,102802.0,10922100,0.015669459374012096
147,2020-08-06,102733.0,104523.0,102733.0,104126.0,104126.0,9686600,0.012879126865236179
148,2020-08-07,104116.0,104126.0,101957.0,102776.0,102776.0,10337100,-0.012965061560033075
149,2020-08-10,102776.0,103722.0,101282.0,103444.0,103444.0,8259500,0.006499571884486688
150,2020-08-11,103449.0,104409.0,102174.0,102174.0,102174.0,9360900,-0.012277174123197065
151,2020-08-12,102176.0,103116.0,100698.0,102118.0,102118.0,10114200,-0.0005480846399279482
152,2020-08-13,102118.0,103237.0,100187.0,100461.0,100461.0,10721300,-0.01622632640670596
153,2020-08-14,100469.0,101717.0,100445.0,101353.0,101353.0,8576300,0.008879067498830384
154,2020-08-17,101348.0,101689.0,98513.0,99595.0,99595.0,10816200,-0.017345317849496333
155,2020-08-18,99597.0,102247.0,99597.0,102065.0,102065.0,9418700,0.024800441789246452
156,2020-08-19,102072.0,102334.0,100800.0,100854.0,100854.0,10025800,-0.011864987997844523
157,2020-08-20,100853.0,101749.0,99131.0,101468.0,101468.0,9405000,0.006088008408194012
158,2020-08-21,101460.0,101566.0,100412.0,101521.0,101521.0,9100200,0.0005223321638347933
159,2020-08-24,101525.0,102515.0,101525.0,102298.0,102298.0,7723000,0.007653588912638787
160,2020-08-25,102293.0,102708.0,101623.0,102118.0,102118.0,8170900,-0.0017595651918903554
161,2020-08-26,102119.0,102521.0,99359.0,100627.0,100627.0,9861200,-0.014600755988170566
162,2020-08-27,100625.0,101548.0,99857.0,100624.0,100624.0,7360600,-2.9813072038309407e-05
163,2020-08-28,100631.0,102347.0,100631.0,102143.0,102143.0,7665700,0.015095802194307506
164,2020-08-31,102142.0,102142.0,99369.0,99369.0,99369.0,12226100,-0.0271580039748196
165,2020-09-01,99382.0,102238.0,99382.0,102168.0,102168.0,9384700,0.028167738429490052
166,2020-09-02,102168.0,102824.0,100872.0,101911.0,101911.0,7557900,-0.002515464724767047
167,2020-09-03,101911.0,103226.0,99751.0,100721.0,100721.0,12611000,-0.01167685529530671
168,2020-09-04,100733.0,101582.0,98961.0,101242.0,101242.0,11327400,0.005172704798403593
169,2020-09-08,101239.0,101239.0,99373.0,100050.0,100050.0,8479000,-0.011773769779340637
170,2020-09-09,100050.0,101578.0,100050.0,101292.0,101292.0,7955600,0.012413793103448256
171,2020-09-10,101291.0,101536.0,98687.0,98835.0,98835.0,8894600,-0.024256604667693416
172,2020-09-11,98839.0,99435.0,97758.0,98363.0,98363.0,9107900,-0.004775636161278851
173,2020-09-14,98367.0,100520.0,98367.0,100275.0,100275.0,8182100,0.019438203389485986
174,2020-09-15,100277.0,100949.0,99647.0,100298.0,100298.0,9216700,0.00022936923460492586
175,2020-09-16,100299.0,100663.0,99663.0,99676.0,99676.0,7139400,-0.00620151947197356
176,2020-09-17,99674.0,100251.0,98562.0,100098.0,100098.0,0,0.0042337172438702275
177,2020-09-18,100098.0,100102.0,98045.0,98290.0,98290.0,11370300,-0.01806229894703193
178,2020-09-21,98283.0,98283.0,95820.0,96991.0,96991.0,9738000,-0.013215993488655986
179,2020-09-22,96995.0,97684.0,96390.0,97294.0,97294.0,7281300,0.003124001195987214
180,2020-09-23,97294.0,97389.0,95728.0,95735.0,95735.0,8830700,-0.016023598577507348
181,2020-09-24,95735.0,97955.0,95653.0,97012.0,97012.0,9331000,0.013338904266986917
182,2020-09-25,97011.0,97012.0,95632.0,96999.0,96999.0,7351100,-0.0001340040407372678
183,2020-09-28,97005.0,98314.0,94371.0,94666.0,94666.0,10508900,-0.024051794348395328
184,2020-09-29,94665.0,95505.0,93408.0,93580.0,93580.0,8737200,-0.011471911774026622
185,2020-09-30,93586.0,95340.0,93584.0,94603.0,94603.0,9454300,0.010931823039110888
186,2020-10-01,94604.0,95486.0,93599.0,95479.0,95479.0,9243500,0.00925974863376422
187,2020-10-02,95475.0,95996.0,93897.0,94016.0,94016.0,8584900,-0.015322741126320927
188,2020-10-05,94019.0,96414.0,93984.0,96089.0,96089.0,8616000,0.02204943839346485
189,2020-10-06,96091.0,97405.0,95211.0,95615.0,95615.0,11299600,-0.004932926765810808
190,2020-10-07,95616.0,96380.0,94881.0,95526.0,95526.0,9829900,-0.0009308162945144138
191,2020-10-08,95530.0,97938.0,95530.0,97920.0,97920.0,11163600,0.025061239871867258
192,2020-10-09,97924.0,98642.0,97161.0,97483.0,97483.0,10810500,-0.004462826797385633
193,2020-10-13,97483.0,98998.0,97336.0,98503.0,98503.0,7867500,0.010463362842752177
194,2020-10-14,98502.0,99571.0,98501.0,99334.0,99334.0,8891000,0.008436291280468522
195,2020-10-15,99328.0,99486.0,97778.0,99054.0,99054.0,8335200,-0.0028187730283689705
196,2020-10-16,99054.0,99172.0,98309.0,98309.0,98309.0,7840200,-0.007521150079754513
197,2020-10-19,98310.0,99917.0,98310.0,98658.0,98658.0,9929400,0.0035500310246263656
198,2020-10-20,98664.0,100722.0,98664.0,100540.0,100540.0,8796000,0.019075999918911846
199,2020-10-21,100541.0,101586.0,100149.0,100552.0,100552.0,8661100,0.00011935548040575839
200,2020-10-22,100553.0,102020.0,100457.0,101918.0,101918.0,9556900,0.013585010740711168
201,2020-10-23,101918.0,102218.0,101188.0,101260.0,101260.0,7561100,-0.0064561706469906666
202,2020-10-26,101260.0,101784.0,99762.0,101017.0,101017.0,8070400,-0.0023997629863716785
203,2020-10-27,101017.0,101660.0,99414.0,99606.0,99606.0,8672300,-0.013967945989288966
204,2020-10-28,99598.0,99598.0,95369.0,95369.0,95369.0,11051600,-0.04253759813665847
205,2020-10-29,95368.0,96688.0,93387.0,96582.0,96582.0,12704400,0.012719017710157487
206,2020-10-30,96579.0,96579.0,93559.0,93952.0,93952.0,10643200,-0.02723074693006977
207,2020-11-03,93968.0,96250.0,93968.0,95587.0,95587.0,10191800,0.017402503405994585
208,2020-11-04,95992.0,98296.0,95987.0,97811.0,97811.0,10704600,0.023266762216619385
209,2020-11-05,97873.0,100922.0,97872.0,100774.0,100774.0,10455300,0.03029311631616083
210,2020-11-06,100751.0,100928.0,99837.0,100799.0,100799.0,8382800,0.00024807986186914377
211,2020-11-09,100954.0,105147.0,100954.0,103913.0,103913.0,17410500,0.03089316362265504
212,2020-11-10,103516.0,105758.0,103453.0,105351.0,105351.0,16665200,0.013838499514016611
213,2020-11-11,105067.0,105462.0,104143.0,104532.0,104532.0,10841000,-0.00777401258649657
214,2020-11-12,104810.0,105019.0,102034.0,102175.0,102175.0,10860300,-0.022548119236214803
215,2020-11-13,102509.0,104707.0,102509.0,104512.0,104512.0,9772100,0.02287252263273798
216,2020-11-16,104729.0,106518.0,104729.0,106430.0,106430.0,11724300,0.018351959583588595
217,2020-11-17,106430.0,107810.0,105847.0,107229.0,107229.0,10311000,0.007507281781452546
218,2020-11-18,107246.0,107467.0,106217.0,106483.0,106483.0,10337300,-0.0069570731798300756
219,2020-11-19,106117.0,106973.0,105545.0,106517.0,106517.0,8555700,0.00031929979433331646
220,2020-11-23,106050.0,107495.0,106050.0,107379.0,107379.0,9686000,0.008092604936301262
221,2020-11-24,107378.0,109956.0,107361.0,109786.0,109786.0,11934800,0.022415928626640325
222,2020-11-25,109786.0,110596.0,109315.0,110133.0,110133.0,8564700,0.003160694441914247
223,2020-11-26,110133.0,110245.0,109418.0,110227.0,110227.0,6166800,0.0008535134791569643
224,2020-11-27,110229.0,111603.0,110161.0,110575.0,110575.0,8790300,0.0031571212134957616
225,2020-11-30,110598.0,110934.0,108829.0,108888.0,108888.0,19300000,-0.015256613158489696
226,2020-12-01,108897.0,111840.0,108897.0,111335.0,111335.0,11324800,0.022472632429652473
227,2020-12-02,111402.0,112315.0,110579.0,111814.0,111814.0,9814300,0.00430233080343112
228,2020-12-03,111874.0,113377.0,111874.0,112919.0,112919.0,11474200,0.009882483409948684
229,2020-12-04,112294.0,113864.0,112294.0,113682.0,113682.0,8892900,0.006757055942755441
230,2020-12-07,113751.0,114531.0,112629.0,113625.0,113625.0,9633900,-0.0005013986383068936
231,2020-12-08,113590.0,114381.0,112820.0,113571.0,113571.0,8810900,-0.00047524752475247567
232,2020-12-09,113799.0,114020.0,112567.0,112722.0,112722.0,8431100,-0.007475499907546812
233,2020-12-10,113002.0,115262.0,112732.0,114992.0,114992.0,11803600,0.02013803871471409
234,2020-12-11,115128.0,115527.0,113949.0,115323.0,115323.0,8372300,0.002878461110338071
235,2020-12-14,115137.0,115740.0,114431.0,114975.0,114975.0,8190900,-0.0030176114044899727
236,2020-12-15,114613.0,116390.0,114613.0,116146.0,116146.0,8195100,0.010184822787562497
237,2020-12-16,116149.0,118178.0,115496.0,117947.0,117947.0,9808100,0.01550634546174634
238,2020-12-17,117864.0,119027.0,117856.0,118157.0,118157.0,7701400,0.0017804607154061625
239,2020-12-18,118395.0,119370.0,117639.0,117679.0,117679.0,8636000,-0.004045464932251108
240,2020-12-21,118021.0,118021.0,114730.0,116016.0,116016.0,10347100,-0.01413166325342674
241,2020-12-22,115825.0,116903.0,115648.0,116348.0,116348.0,6947900,0.002861674251827262
242,2020-12-23,116636.0,118311.0,116636.0,117857.0,117857.0,6483300,0.01296971155499027
243,2020-12-28,117806.0,119213.0,117805.0,119051.0,119051.0,7171700,0.010130921370813839
244,2020-12-29,119130.0,119861.0,118750.0,119475.0,119475.0,6769700,0.0035614988534324876
245,2020-12-30,119410.0,120150.0,118919.0,119306.0,119306.0,8235700,-0.0014145218664992631
246,2021-01-04,119024.0,120354.0,118062.0,118558.0,118558.0,8741400,-0.006269592476489061
247,2021-01-05,118835.0,119790.0,116756.0,119223.0,119223.0,9257100,0.005609068978896348
248,2021-01-06,119377.0,120924.0,118917.0,119851.0,119851.0,11638200,0.005267440007381108
249,2021-01-07,119103.0,121983.0,119101.0,121956.0,121956.0,11774800,0.017563474647687594
250,2021-01-08,122387.0,125324.0,122386.0,125077.0,125077.0,11085800,0.025591196825084372
251,2021-01-11,125075.0,125075.0,122506.0,122807.0,122807.0,9537600,-0.01814882032667875
252,2021-01-12,123255.0,124584.0,123227.0,123998.0,123998.0,8949000,0.009698144242592077
253,2021-01-13,123996.0,124032.0,121016.0,122040.0,122040.0,10291500,-0.015790577267375316
254,2021-01-14,121947.0,123896.0,121947.0,123481.0,123481.0,8974400,0.011807604064241195
255,2021-01-15,123472.0,123472.0,120374.0,120502.0,120502.0,9387600,-0.024125169054348472
256,2021-01-18,120351.0,122586.0,120351.0,121242.0,121242.0,7223100,0.006140976913246332
257,2021-01-19,121250.0,122120.0,119257.0,120673.0,120673.0,7886000,-0.004693093152537853
258,2021-01-20,120645.0,121449.0,118740.0,119708.0,119708.0,7947300,-0.007996817846577131
259,2021-01-21,119628.0,120243.0,117785.0,118443.0,118443.0,8573900,-0.010567380626190448
260,2021-01-22,118318.0,118318.0,116109.0,117172.0,117172.0,9373100,-0.01073090009540456
261,2021-01-26,117381.0,119167.0,116109.0,116464.0,116464.0,10681400,-0.00604239920800187
262,2021-01-27,116463.0,117840.0,114887.0,115882.0,115882.0,12380400,-0.004997252369831062
263,2021-01-28,115882.0,119314.0,115734.0,119314.0,119314.0,12065900,0.02961633385685447
264,2021-01-29,118880.0,118880.0,115299.0,116007.0,116007.0,10965200,-0.027716780930988838
265,2021-02-01,115093.0,117862.0,115093.0,117365.0,117365.0,8716500,0.011706190143698114
266,2021-02-02,117520.0,119805.0,117519.0,118234.0,118234.0,11625900,0.007404251693434949
267,2021-02-03,118235.0,120210.0,118234.0,119725.0,119725.0,8704300,0.012610585787506068
268,2021-02-04,119728.0,120560.0,118918.0,119261.0,119261.0,8100700,-0.003875548131133888
269,2021-02-05,119261.0,121117.0,119261.0,119925.0,119925.0,8208400,0.005567620596842238
270,2021-02-08,120239.0,120844.0,119140.0,119516.0,119516.0,8619100,-0.0034104648738795262
271,2021-02-09,119696.0,119975.0,118246.0,119429.0,119429.0,7913500,-0.0007279360085679087
272,2021-02-10,119472.0,119738.0,117970.0,118430.0,118430.0,8644600,-0.008364802518651238
273,2021-02-11,118440.0,120283.0,118440.0,119235.0,119235.0,7567400,0.006797264206704456
274,2021-02-12,119300.0,119763.0,118163.0,119116.0,119116.0,7655900,-0.0009980291021931542
275,2021-02-18,120361.0,120845.0,118515.0,119140.0,119140.0,10720600,0.00020148426743671344
276,2021-02-19,119199.0,119250.0,117867.0,118748.0,118748.0,10402800,-0.003290246768507643
277,2021-02-22,118388.0,118388.0,111650.0,112668.0,112668.0,21768700,-0.05120086233031296
278,2021-02-23,112676.0,115380.0,112667.0,115227.0,115227.0,15174900,0.022712748961550844
279,2021-02-24,115229.0,116208.0,114668.0,115668.0,115668.0,11399300,0.003827227993439042
280,2021-02-25,115668.0,116506.0,111764.0,112256.0,112256.0,12466500,-0.02949821904070271
281,2021-02-26,112260.0,113466.0,109827.0,110035.0,110035.0,14618500,-0.019785133979475455
282,2021-03-01,110036.0,112445.0,110036.0,110335.0,110335.0,11239900,0.002726405234698026
283,2021-03-02,110328.0,112428.0,107319.0,111540.0,111540.0,14823200,0.010921285176961115
284,2021-03-03,111529.0,112398.0,107466.0,111184.0,111184.0,15144300,-0.0031916801147570117
285,2021-03-04,111191.0,114433.0,111163.0,112690.0,112690.0,14221600,0.01354511440495032
286,2021-03-05,112690.0,115504.0,112504.0,115202.0,115202.0,13254800,0.022291241458869404
287,2021-03-08,115202.0,115202.0,110268.0,110612.0,110612.0,0,-0.03984305828023815
288,2021-03-09,110611.0,112525.0,109343.0,111331.0,111331.0,12135300,0.006500198893429232
289,2021-03-10,111331.0,112928.0,109999.0,112776.0,112776.0,12511800,0.01297931393771723
290,2021-03-11,112782.0,115127.0,112776.0,114984.0,114984.0,12092100,0.019578633751862196
291,2021-03-12,114984.0,114984.0,113253.0,114160.0,114160.0,8110700,-0.007166214429833673
